review,rating,date,bank,source,sentiment_label,sentiment_score,identified_theme
ሞላዬ ከበደ,5,2025-05-14,Bank of Abyssinia,Google Play,negative,0.7850591540336609,Other
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Bank of Abyssinia,Google Play,negative,0.9992283582687378,Other
nice,5,2025-05-10,Bank of Abyssinia,Google Play,positive,0.9998552799224854,Other
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Bank of Abyssinia,Google Play,negative,0.9994921684265137,Account Access Issues
Best app,5,2025-05-09,Bank of Abyssinia,Google Play,positive,0.999686598777771,Other
liking this application good 👍,5,2025-05-07,Bank of Abyssinia,Google Play,positive,0.9996829032897949,Positive Feedback
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Bank of Abyssinia,Google Play,negative,0.9989790916442871,Positive Feedback
wow,5,2025-04-28,Bank of Abyssinia,Google Play,positive,0.999592125415802,Other
it's really good 👍,5,2025-04-23,Bank of Abyssinia,Google Play,positive,0.9998701810836792,Positive Feedback
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Bank of Abyssinia,Google Play,negative,0.9995198249816895,Other
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Bank of Abyssinia,Google Play,negative,0.9997255206108093,Account Access Issues
Best,2,2025-04-19,Bank of Abyssinia,Google Play,positive,0.9997941851615906,Other
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Bank of Abyssinia,Google Play,negative,0.9996699094772339,Transaction Performance
yideg,1,2025-04-18,Bank of Abyssinia,Google Play,negative,0.767581045627594,Other
አይከፍትም እኮ,1,2025-04-17,Bank of Abyssinia,Google Play,negative,0.7850591540336609,Other
great boa,5,2025-04-10,Bank of Abyssinia,Google Play,positive,0.9992689490318298,Positive Feedback
boa of mobile backing,5,2025-04-09,Bank of Abyssinia,Google Play,negative,0.980626106262207,Other
faster bank of Abissinya,5,2025-04-08,Bank of Abyssinia,Google Play,positive,0.9722142815589905,Other
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Bank of Abyssinia,Google Play,negative,0.9996716976165771,Stability & Reliability
it just doesn't work...so frustrating,1,2025-04-07,Bank of Abyssinia,Google Play,negative,0.999774158000946,Other
like,5,2025-04-06,Bank of Abyssinia,Google Play,positive,0.9910564422607422,Other
it's not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia,Google Play,negative,0.9998013377189636,Other
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Bank of Abyssinia,Google Play,positive,0.9575353264808655,Account Access Issues
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Bank of Abyssinia,Google Play,negative,0.5856848359107971,Account Access Issues
good but they don't update enough don't add new things,3,2025-04-04,Bank of Abyssinia,Google Play,negative,0.9693678617477417,Feature Requests
very good,5,2025-04-03,Bank of Abyssinia,Google Play,positive,0.9998520612716675,Positive Feedback
thank you,5,2025-04-02,Bank of Abyssinia,Google Play,positive,0.9998352527618408,Other
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Bank of Abyssinia,Google Play,negative,0.9990907907485962,Transaction Performance
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Bank of Abyssinia,Google Play,negative,0.9973751306533813,Other
good application,5,2025-03-30,Bank of Abyssinia,Google Play,positive,0.999854564666748,Positive Feedback
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Bank of Abyssinia,Google Play,negative,0.9995684027671814,Other
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Bank of Abyssinia,Google Play,negative,0.9996182918548584,Other
always problematic hardly works,1,2025-03-26,Bank of Abyssinia,Google Play,negative,0.9995555281639099,Other
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Bank of Abyssinia,Google Play,negative,0.9997418522834778,Other
best app,5,2025-03-25,Bank of Abyssinia,Google Play,positive,0.999686598777771,Other
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Bank of Abyssinia,Google Play,negative,0.9998050332069397,Other
great BoA,5,2025-03-22,Bank of Abyssinia,Google Play,positive,0.9992689490318298,Positive Feedback
best,5,2025-03-21,Bank of Abyssinia,Google Play,positive,0.9997941851615906,Other
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Bank of Abyssinia,Google Play,negative,0.9988333582878113,Transaction Performance
there is no speed,1,2025-03-19,Bank of Abyssinia,Google Play,negative,0.9994422793388367,Other
"For anyone who wants to download it, just don't!!!",1,2025-03-19,Bank of Abyssinia,Google Play,negative,0.9993981122970581,Other
wonderful,5,2025-03-19,Bank of Abyssinia,Google Play,positive,0.9998772144317627,Other
all worck,5,2025-03-19,Bank of Abyssinia,Google Play,negative,0.9971314668655396,Other
Loved it,5,2025-03-14,Bank of Abyssinia,Google Play,positive,0.9998797178268433,Positive Feedback
Wow,1,2025-03-14,Bank of Abyssinia,Google Play,positive,0.999592125415802,Other
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Bank of Abyssinia,Google Play,negative,0.9985970854759216,Feature Requests
Improved to be the best,5,2025-03-11,Bank of Abyssinia,Google Play,positive,0.9998570680618286,Other
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Bank of Abyssinia,Google Play,negative,0.9974843263626099,Transaction Performance
BoA Greqt Ethiopian bank.,5,2025-03-11,Bank of Abyssinia,Google Play,negative,0.8457717895507812,Other
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Bank of Abyssinia,Google Play,negative,0.9994600415229797,Stability & Reliability
Almost better compared to cbe where it is not qualified for,4,2025-03-09,Bank of Abyssinia,Google Play,negative,0.9741678237915039,Other
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Bank of Abyssinia,Google Play,positive,0.9998214840888977,Other
Wonderfull app,5,2025-03-08,Bank of Abyssinia,Google Play,positive,0.9998815059661865,Other
i can't use this app why?,5,2025-03-07,Bank of Abyssinia,Google Play,negative,0.9993101358413696,Other
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Bank of Abyssinia,Google Play,negative,0.9997013211250305,Account Access Issues
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Bank of Abyssinia,Google Play,negative,0.9998133778572083,Other
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Bank of Abyssinia,Google Play,negative,0.9959415793418884,Other
Good app,5,2025-03-03,Bank of Abyssinia,Google Play,positive,0.9998493194580078,Positive Feedback
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Bank of Abyssinia,Google Play,negative,0.9916398525238037,Other
It has good features but sometimes it doesn't work...0,1,2025-03-02,Bank of Abyssinia,Google Play,negative,0.9956711530685425,Feature Requests
Very poor proformance,1,2025-03-01,Bank of Abyssinia,Google Play,negative,0.9998043179512024,Other
It's not opening. Really frustrating,1,2025-03-01,Bank of Abyssinia,Google Play,negative,0.9997020363807678,Other
Verry Amazing App from all IB,5,2025-03-01,Bank of Abyssinia,Google Play,positive,0.9997394680976868,Positive Feedback
Not working on this days,1,2025-02-26,Bank of Abyssinia,Google Play,negative,0.9972773194313049,Other
Thank you BoA,5,2025-02-23,Bank of Abyssinia,Google Play,positive,0.9998399019241333,Other
best banking app in the wworld,5,2025-02-22,Bank of Abyssinia,Google Play,positive,0.999572217464447,Other
Nice app and it's easy to use,5,2025-02-21,Bank of Abyssinia,Google Play,positive,0.999751627445221,Other
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Bank of Abyssinia,Google Play,negative,0.9992678761482239,Transaction Performance
This is help full i like ittttt,5,2025-02-14,Bank of Abyssinia,Google Play,positive,0.9977995753288269,Customer Support
The is not functional at all?,2,2025-02-12,Bank of Abyssinia,Google Play,negative,0.9997331500053406,Other
Best bank,5,2025-02-08,Bank of Abyssinia,Google Play,positive,0.9997438788414001,Other
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Bank of Abyssinia,Google Play,positive,0.9997236132621765,Positive Feedback
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
I have been using this app for two years.It is amazing.,5,2025-02-01,Bank of Abyssinia,Google Play,positive,0.9998595714569092,Positive Feedback
Good 👍,5,2025-01-31,Bank of Abyssinia,Google Play,positive,0.9998576641082764,Positive Feedback
Sad experience,1,2025-01-30,Bank of Abyssinia,Google Play,negative,0.9990687966346741,Other
Always do update and that is annoying,3,2025-01-27,Bank of Abyssinia,Google Play,negative,0.9994439482688904,Other
"Best app, somehow waiting a few minutes",5,2025-01-23,Bank of Abyssinia,Google Play,negative,0.6387050747871399,Other
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Bank of Abyssinia,Google Play,negative,0.9946038126945496,Other
Whenever I try to sign in app close please fixed it out,2,2025-01-21,Bank of Abyssinia,Google Play,negative,0.9976611137390137,Other
Beter,5,2025-01-21,Bank of Abyssinia,Google Play,positive,0.6771947741508484,Other
Boa,4,2025-01-18,Bank of Abyssinia,Google Play,negative,0.74105304479599,Other
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Bank of Abyssinia,Google Play,negative,0.9979276657104492,Transaction Performance
Aadan Axmed Barkhadle,5,2025-01-17,Bank of Abyssinia,Google Play,positive,0.612751841545105,Other
😡😡😡🤬🤬🤬,1,2025-01-16,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
Horrible customer service and app crashes Horrible!!,1,2025-01-15,Bank of Abyssinia,Google Play,negative,0.9997913241386414,Stability & Reliability
I love it,5,2025-01-14,Bank of Abyssinia,Google Play,positive,0.9998799562454224,Positive Feedback
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Bank of Abyssinia,Google Play,negative,0.9985793828964233,Other
Good🙏,5,2025-01-12,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Positive Feedback
